Component Id,Product Id,Component Name,Active Flag
7467,4,Category 5,1
7468,4,Category 6,1
7469,3,Category 7,1
7470,1,Category 1,1
7471,1,Category 2,1
7472,2,Category 3,1
7473,3,Category 4,1
7474,4,Category 5,1
7475,4,Category 6,1
7476,3,Category 7,1
7477,1,Category 1,1
7478,1,Category 2,1
7479,2,Category 3,1
7480,3,Category 4,1
7481,4,Category 5,1
7482,4,Category 6,1
7483,3,Category 7,1
7484,1,Category 1,1
7485,1,Category 2,1
7486,2,Category 3,1
7487,3,Category 4,1
7488,4,Category 5,1
7489,4,Category 6,1
7490,3,Category 7,1
7491,1,Category 1,1
7492,1,Category 2,1
7493,2,Category 3,1
7494,3,Category 4,1
7495,4,Category 5,1
7496,4,Category 6,1
7497,3,Category 7,1
7498,1,Category 1,1
7499,1,Category 2,1
7500,2,Category 3,1
7501,3,Category 4,1
7502,4,Category 5,1
7503,4,Category 6,1
7504,3,Category 7,1
7505,1,Category 1,1
7506,1,Category 2,1
7507,2,Category 3,1
7508,3,Category 4,1
7509,4,Category 5,1
7510,4,Category 6,1
7511,3,Category 7,1
7512,1,Category 1,1
7513,1,Category 2,1
7514,2,Category 3,1
7515,3,Category 4,1
7516,4,Category 5,1
7517,4,Category 6,1
7518,3,Category 7,1
7519,1,Category 1,1
7520,1,Category 2,1
7521,2,Category 3,1
7522,3,Category 4,1
7523,4,Category 5,1
7524,4,Category 6,1
7525,3,Category 7,1
7526,1,Category 1,1
7527,1,Category 2,1
7528,2,Category 3,1
7529,3,Category 4,1
7530,4,Category 5,1
7531,4,Category 6,1
7532,3,Category 7,1
7533,1,Category 1,1
7534,1,Category 2,1
7535,2,Category 3,1
7536,3,Category 4,1
7537,4,Category 5,1
7538,4,Category 6,1
7539,3,Category 7,1
7540,1,Category 1,1
7541,1,Category 2,1
7542,2,Category 3,1
7543,3,Category 4,1
7544,4,Category 5,1
7545,4,Category 6,1
7546,3,Category 7,1
7547,1,Category 1,1
7548,1,Category 2,1
7549,2,Category 3,1
7550,3,Category 4,1
7551,4,Category 5,1
7552,4,Category 6,1
7553,3,Category 7,1
7554,1,Category 1,1
7555,1,Category 2,1
7556,2,Category 3,1
7557,3,Category 4,1
7558,4,Category 5,1
7559,4,Category 6,1
7560,3,Category 7,1
7561,1,Category 1,1
7562,1,Category 2,1
7563,2,Category 3,1
7564,3,Category 4,1
7565,4,Category 5,1
7566,4,Category 6,1
7567,3,Category 7,1
7568,1,Category 1,1
7569,1,Category 2,1
7570,2,Category 3,1
7571,3,Category 4,1
7572,4,Category 5,1
7573,4,Category 6,1
7574,3,Category 7,1
7575,1,Category 1,1
7576,1,Category 2,1
7577,2,Category 3,1
7578,3,Category 4,1
7579,4,Category 5,1
7580,4,Category 6,1
7581,3,Category 7,1
7582,1,Category 1,1
7583,1,Category 2,1
7584,2,Category 3,1
7585,3,Category 4,1
7586,4,Category 5,1
7587,4,Category 6,1
7588,3,Category 7,1
7589,1,Category 1,1
7590,1,Category 2,1
7591,2,Category 3,1
7592,3,Category 4,1
7593,4,Category 5,1
7594,4,Category 6,1
7595,3,Category 7,1
7596,1,Category 1,1
7597,1,Category 2,1
7598,2,Category 3,1
7599,3,Category 4,1
7600,4,Category 5,1
7601,4,Category 6,1
7602,3,Category 7,1
7603,1,Category 1,1
7604,1,Category 2,1
7605,2,Category 3,1
7606,3,Category 4,1
7607,4,Category 5,1
7608,4,Category 6,1
7609,3,Category 7,1
7610,1,Category 1,1
7611,1,Category 2,1
7612,2,Category 3,1
7613,3,Category 4,1
7614,4,Category 5,1
7615,4,Category 6,1
7616,3,Category 7,1
7617,1,Category 1,1
7618,1,Category 2,1
7619,2,Category 3,1
7620,3,Category 4,1
7621,4,Category 5,1
7622,4,Category 6,1
7623,3,Category 7,1
7624,1,Category 1,1
7625,1,Category 2,1
7626,2,Category 3,1
7627,3,Category 4,1
7628,4,Category 5,1
7629,4,Category 6,1
7630,3,Category 7,1
7631,1,Category 1,1
7632,1,Category 2,1
7633,2,Category 3,1
7634,3,Category 4,1
7635,4,Category 5,1
7636,4,Category 6,1
7637,3,Category 7,1
7638,1,Category 1,1
7639,1,Category 2,1
7640,2,Category 3,1
7641,3,Category 4,1
7642,4,Category 5,1
7643,4,Category 6,1
7644,3,Category 7,1
7645,1,Category 1,1
7646,1,Category 2,1
7647,2,Category 3,1
7648,3,Category 4,1
7649,4,Category 5,1
7650,4,Category 6,1
7651,3,Category 7,1
7652,1,Category 1,1
7653,1,Category 2,1
7654,2,Category 3,1
7655,3,Category 4,1
7656,4,Category 5,1
7657,4,Category 6,1
7658,3,Category 7,1
7659,1,Category 1,1
7660,1,Category 2,1
7661,2,Category 3,1
7662,3,Category 4,1
7663,4,Category 5,1
7664,4,Category 6,1
7665,3,Category 7,1
7666,1,Category 1,1
7667,1,Category 2,1
7668,2,Category 3,1
7669,3,Category 4,1
7670,4,Category 5,1
7671,4,Category 6,1
7672,3,Category 7,1
7673,1,Category 1,1
7674,1,Category 2,1
7675,2,Category 3,1
7676,3,Category 4,1
7677,4,Category 5,1
7678,4,Category 6,1
7679,3,Category 7,1
7680,1,Category 1,1
7681,1,Category 2,1
7682,2,Category 3,1
7683,3,Category 4,1
7684,4,Category 5,1
7685,4,Category 6,1
7686,3,Category 7,1
7687,1,Category 1,1
7688,1,Category 2,1
7689,2,Category 3,1
7690,3,Category 4,1
7691,4,Category 5,1
7692,4,Category 6,1
7693,3,Category 7,1
7694,1,Category 1,1
7695,1,Category 2,1
7696,2,Category 3,1
7697,3,Category 4,1
7698,4,Category 5,1
7699,4,Category 6,1
7700,3,Category 7,1
7701,1,Category 1,1
7702,1,Category 2,1
7703,2,Category 3,1
7704,3,Category 4,1
7705,4,Category 5,1
7706,4,Category 6,1
7707,3,Category 7,1
7708,1,Category 1,1
7709,1,Category 2,1
7710,2,Category 3,1
7711,3,Category 4,1
7712,4,Category 5,1
7713,4,Category 6,1
7714,3,Category 7,1
7715,1,Category 1,1
7716,1,Category 2,1
7717,2,Category 3,1
7718,3,Category 4,1
7719,4,Category 5,1
7720,4,Category 6,1
7721,3,Category 7,1
7722,1,Category 1,1
7723,1,Category 2,1
7724,2,Category 3,1
7725,3,Category 4,1
7726,4,Category 5,1
7727,4,Category 6,1
7728,3,Category 7,1
7729,1,Category 1,1
7730,1,Category 2,1
7731,2,Category 3,1
7732,3,Category 4,1
7733,4,Category 5,1
7734,4,Category 6,1
7735,3,Category 7,1
7736,1,Category 1,1
7737,1,Category 2,1
7738,2,Category 3,1
7739,3,Category 4,1
7740,4,Category 5,1
7741,4,Category 6,1
7742,3,Category 7,1
7743,1,Category 1,1
7744,1,Category 2,1
7745,2,Category 3,1
7746,3,Category 4,1
7747,4,Category 5,1
7748,4,Category 6,1
7749,3,Category 7,1
7750,1,Category 1,1
7751,1,Category 2,1
7752,2,Category 3,1
7753,3,Category 4,1
7754,4,Category 5,1
7755,4,Category 6,1
7756,3,Category 7,1
7757,1,Category 1,1
7758,1,Category 2,1
7759,2,Category 3,1
7760,3,Category 4,1
7761,4,Category 5,1
7762,4,Category 6,1
7763,3,Category 7,1
7764,1,Category 1,1
7765,1,Category 2,1
7766,2,Category 3,1
7767,3,Category 4,1
7768,4,Category 5,1
7769,4,Category 6,1
7770,3,Category 7,1
7771,1,Category 1,1
7772,1,Category 2,1
7773,2,Category 3,1
7774,3,Category 4,1
7775,4,Category 5,1
7776,4,Category 6,1
7777,3,Category 7,1
7778,1,Category 1,1
7779,1,Category 2,1
7780,2,Category 3,1
7781,3,Category 4,1
7782,4,Category 5,1
7783,4,Category 6,1
7784,3,Category 7,1
7785,1,Category 1,1
7786,1,Category 2,1
7787,2,Category 3,1
7788,3,Category 4,1
7789,4,Category 5,1
7790,4,Category 6,1
7791,3,Category 7,1
7792,1,Category 1,1
7793,1,Category 2,1
7794,2,Category 3,1
7795,3,Category 4,1
7796,4,Category 5,1
7797,4,Category 6,1
7798,3,Category 7,1
7799,1,Category 1,1
7800,1,Category 2,1
7801,2,Category 3,1
7802,3,Category 4,1
7803,4,Category 5,1
7804,4,Category 6,1
7805,3,Category 7,1
7806,1,Category 1,1
7807,1,Category 2,1
7808,2,Category 3,1
7809,3,Category 4,1
7810,4,Category 5,1
7811,4,Category 6,1
7812,3,Category 7,1
7813,1,Category 1,1
7814,1,Category 2,1
7815,2,Category 3,1
7816,3,Category 4,1
7817,4,Category 5,1
7818,4,Category 6,1
7819,3,Category 7,1
7820,1,Category 1,1
7821,1,Category 2,1
7822,2,Category 3,1
7823,3,Category 4,1
7824,4,Category 5,1
7825,4,Category 6,1
7826,3,Category 7,1
7827,1,Category 1,1
7828,1,Category 2,1
7829,2,Category 3,1
7830,3,Category 4,1
7831,4,Category 5,1
7832,4,Category 6,1
7833,3,Category 7,1
7834,1,Category 1,1
7835,1,Category 2,1
7836,2,Category 3,1
7837,3,Category 4,1
7838,4,Category 5,1
7839,4,Category 6,1
7840,3,Category 7,1
7841,1,Category 1,1
7842,1,Category 2,1
7843,2,Category 3,1
7844,3,Category 4,1
7845,4,Category 5,1
7846,4,Category 6,1
7847,3,Category 7,1
7848,1,Category 1,1
7849,1,Category 2,1
7850,2,Category 3,1
7851,3,Category 4,1
7852,4,Category 5,1
7853,4,Category 6,1
7854,3,Category 7,1
7855,1,Category 1,1
7856,1,Category 2,1
7857,2,Category 3,1
7858,3,Category 4,1
7859,4,Category 5,1
7860,4,Category 6,1
7861,3,Category 7,1
7862,1,Category 1,1
7863,1,Category 2,1
7864,2,Category 3,1
7865,3,Category 4,1
7866,4,Category 5,1
7867,4,Category 6,1
7868,3,Category 7,1
7869,1,Category 1,1
7870,1,Category 2,1
7871,2,Category 3,1
7872,3,Category 4,1
7873,4,Category 5,1
7874,4,Category 6,1
7875,3,Category 7,1
7876,1,Category 1,1
7877,1,Category 2,1
7878,2,Category 3,1
7879,3,Category 4,1
7880,4,Category 5,1
7881,4,Category 6,1
7882,3,Category 7,1
7883,1,Category 1,1
7884,1,Category 2,1
7885,2,Category 3,1
7886,3,Category 4,1
7887,4,Category 5,1
7888,4,Category 6,1
7889,3,Category 7,1
7890,1,Category 1,1
7891,1,Category 2,1
7892,2,Category 3,1
7893,3,Category 4,1
7894,4,Category 5,1
7895,4,Category 6,1
7896,3,Category 7,1
7897,1,Category 1,1
7898,1,Category 2,1
7899,2,Category 3,1
7900,3,Category 4,1
7901,4,Category 5,1
7902,4,Category 6,1
7903,3,Category 7,1
7904,1,Category 1,1
7905,1,Category 2,1
7906,2,Category 3,1
7907,3,Category 4,1
7908,4,Category 5,1
7909,4,Category 6,1
7910,3,Category 7,1
7911,1,Category 1,1
7912,1,Category 2,1
7913,2,Category 3,1
7914,3,Category 4,1
7915,4,Category 5,1
7916,4,Category 6,1
7917,3,Category 7,1
7918,1,Category 1,1
7919,1,Category 2,1
7920,2,Category 3,1
7921,3,Category 4,1
7922,4,Category 5,1
7923,4,Category 6,1
7924,3,Category 7,1
7925,1,Category 1,1
7926,1,Category 2,1
7927,2,Category 3,1
7928,3,Category 4,1
7929,4,Category 5,1
7930,4,Category 6,1
7931,3,Category 7,1
7932,1,Category 1,1
7933,1,Category 2,1
7934,2,Category 3,1
7935,3,Category 4,1
7936,4,Category 5,1
7937,4,Category 6,1
7938,3,Category 7,1
7939,1,Category 1,1
7940,1,Category 2,1
7941,2,Category 3,1
7942,3,Category 4,1
7943,4,Category 5,1
7944,4,Category 6,1
7945,3,Category 7,1
7946,1,Category 1,1
7947,1,Category 2,1
7948,2,Category 3,1
7949,3,Category 4,1
7950,4,Category 5,1
7951,4,Category 6,1
7952,3,Category 7,1
7953,1,Category 1,1
7954,1,Category 2,1
7955,2,Category 3,1
7956,3,Category 4,1
7957,4,Category 5,1
7958,4,Category 6,1
7959,3,Category 7,1
7960,1,Category 1,1
7961,1,Category 2,1
7962,2,Category 3,1
7963,3,Category 4,1
7964,4,Category 5,1
7965,4,Category 6,1
7966,3,Category 7,1
7967,1,Category 1,1
7968,1,Category 2,1
7969,2,Category 3,1
7970,3,Category 4,1
7971,4,Category 5,1
7972,4,Category 6,1
7973,3,Category 7,1
7974,1,Category 1,1
7975,1,Category 2,1
7976,2,Category 3,1
7977,3,Category 4,1
7978,4,Category 5,1
7979,4,Category 6,1
7980,3,Category 7,1
7981,1,Category 1,1
7982,1,Category 2,1
7983,2,Category 3,1
7984,3,Category 4,1
7985,4,Category 5,1
7986,4,Category 6,1
7987,3,Category 7,1
7988,1,Category 1,1
7989,1,Category 2,1
7990,2,Category 3,1
7991,3,Category 4,1
7992,4,Category 5,1
7993,4,Category 6,1
7994,3,Category 7,1
7995,1,Category 1,1
7996,1,Category 2,1
7997,2,Category 3,1
7998,3,Category 4,1
7999,4,Category 5,1
8000,4,Category 6,1
8001,3,Category 7,1
8002,1,Category 1,1
8003,1,Category 2,1
8004,2,Category 3,1
8005,3,Category 4,1
8006,4,Category 5,1
8007,4,Category 6,1
8008,3,Category 7,1
8009,1,Category 1,1
8010,1,Category 2,1
8011,2,Category 3,1
8012,3,Category 4,1
8013,4,Category 5,1
8014,4,Category 6,1
8015,3,Category 7,1
8016,1,Category 1,1
8017,1,Category 2,1
8018,2,Category 3,1
8019,3,Category 4,1
8020,4,Category 5,1
8021,4,Category 6,1
8022,3,Category 7,1
8023,1,Category 1,1
8024,1,Category 2,1
8025,2,Category 3,1
8026,3,Category 4,1
8027,4,Category 5,1
8028,4,Category 6,1
8029,3,Category 7,1
8030,1,Category 1,1
8031,1,Category 2,1
8032,2,Category 3,1
8033,3,Category 4,1
8034,4,Category 5,1
8035,4,Category 6,1
8036,3,Category 7,1
8037,1,Category 1,1
8038,1,Category 2,1
8039,2,Category 3,1
8040,3,Category 4,1
8041,4,Category 5,1
8042,4,Category 6,1
8043,3,Category 7,1
8044,1,Category 1,1
8045,1,Category 2,1
8046,2,Category 3,1
8047,3,Category 4,1
8048,4,Category 5,1
8049,4,Category 6,1
8050,3,Category 7,1
8051,1,Category 1,1
8052,1,Category 2,1
8053,2,Category 3,1
8054,3,Category 4,1
8055,4,Category 5,1
8056,4,Category 6,1
8057,3,Category 7,1
8058,1,Category 1,1
8059,1,Category 2,1
8060,2,Category 3,1
8061,3,Category 4,1
8062,4,Category 5,1
8063,4,Category 6,1
8064,3,Category 7,1
8065,1,Category 1,1
8066,1,Category 2,1
8067,2,Category 3,1
8068,3,Category 4,1
8069,4,Category 5,1
8070,4,Category 6,1
8071,3,Category 7,1
8072,1,Category 1,1
8073,1,Category 2,1
8074,2,Category 3,1
8075,3,Category 4,1
8076,4,Category 5,1
8077,4,Category 6,1
8078,3,Category 7,1
8079,1,Category 1,1
8080,1,Category 2,1
8081,2,Category 3,1
8082,3,Category 4,1
8083,4,Category 5,1
8084,4,Category 6,1
8085,3,Category 7,1
8086,1,Category 1,1
8087,1,Category 2,1
8088,2,Category 3,1
8089,3,Category 4,1
8090,4,Category 5,1
8091,4,Category 6,1
8092,3,Category 7,1
8093,1,Category 1,1
8094,1,Category 2,1
8095,2,Category 3,1
8096,3,Category 4,1
8097,4,Category 5,1
8098,4,Category 6,1
8099,3,Category 7,1
8100,1,Category 1,1
8101,1,Category 2,1
8102,2,Category 3,1
8103,3,Category 4,1
8104,4,Category 5,1
8105,4,Category 6,1
8106,3,Category 7,1
8107,1,Category 1,1
8108,1,Category 2,1
8109,2,Category 3,1
8110,3,Category 4,1
8111,4,Category 5,1
8112,4,Category 6,1
8113,3,Category 7,1
8114,1,Category 1,1
8115,1,Category 2,1
8116,2,Category 3,1
8117,3,Category 4,1
8118,4,Category 5,1
8119,4,Category 6,1
8120,3,Category 7,1
8121,1,Category 1,1
8122,1,Category 2,1
8123,2,Category 3,1
8124,3,Category 4,1
8125,4,Category 5,1
8126,4,Category 6,1
8127,3,Category 7,1
8128,1,Category 1,1
8129,1,Category 2,1
8130,2,Category 3,1
8131,3,Category 4,1
8132,4,Category 5,1
8133,4,Category 6,1
8134,3,Category 7,1
8135,1,Category 1,1
8136,1,Category 2,1
8137,2,Category 3,1
8138,3,Category 4,1
8139,4,Category 5,1
8140,4,Category 6,1
8141,3,Category 7,1
8142,1,Category 1,1
8143,1,Category 2,1
8144,2,Category 3,1
8145,3,Category 4,1
8146,4,Category 5,1
8147,4,Category 6,1
8148,3,Category 7,1
8149,1,Category 1,1
8150,1,Category 2,1
8151,2,Category 3,1
8152,3,Category 4,1
8153,4,Category 5,1
8154,4,Category 6,1
8155,3,Category 7,1
8156,1,Category 1,1
8157,1,Category 2,1
8158,2,Category 3,1
8159,3,Category 4,1
8160,4,Category 5,1
8161,4,Category 6,1
8162,3,Category 7,1
8163,1,Category 1,1
8164,1,Category 2,1
8165,2,Category 3,1
8166,3,Category 4,1
8167,4,Category 5,1
8168,4,Category 6,1
8169,3,Category 7,1
8170,1,Category 1,1
8171,1,Category 2,1
8172,2,Category 3,1
8173,3,Category 4,1
8174,4,Category 5,1
8175,4,Category 6,1
8176,3,Category 7,1
8177,1,Category 1,1
8178,1,Category 2,1
8179,2,Category 3,1
8180,3,Category 4,1
8181,4,Category 5,1
8182,4,Category 6,1
8183,3,Category 7,1
8184,1,Category 1,1
8185,1,Category 2,1
8186,2,Category 3,1
8187,3,Category 4,1
8188,4,Category 5,1
8189,4,Category 6,1
8190,3,Category 7,1
8191,1,Category 1,1
8192,1,Category 2,1
8193,2,Category 3,1
8194,3,Category 4,1
8195,4,Category 5,1
8196,4,Category 6,1
8197,3,Category 7,1
8198,1,Category 1,1
8199,1,Category 2,1
8200,2,Category 3,1
8201,3,Category 4,1
8202,4,Category 5,1
8203,4,Category 6,1
8204,3,Category 7,1
8205,1,Category 1,1
8206,1,Category 2,1
8207,2,Category 3,1
8208,3,Category 4,1
8209,4,Category 5,1
8210,4,Category 6,1
8211,3,Category 7,1
8212,1,Category 1,1
8213,1,Category 2,1
8214,2,Category 3,1
8215,3,Category 4,1
8216,4,Category 5,1
8217,4,Category 6,1
8218,3,Category 7,1
8219,1,Category 1,1
8220,1,Category 2,1
8221,2,Category 3,1
8222,3,Category 4,1
8223,4,Category 5,1
8224,4,Category 6,1
8225,3,Category 7,1
8226,1,Category 1,1
8227,1,Category 2,1
8228,2,Category 3,1
8229,3,Category 4,1
8230,4,Category 5,1
8231,4,Category 6,1
8232,3,Category 7,1
8233,1,Category 1,1
8234,1,Category 2,1
8235,2,Category 3,1
8236,3,Category 4,1
8237,4,Category 5,1
8238,4,Category 6,1
8239,3,Category 7,1
8240,1,Category 1,1
8241,1,Category 2,1
8242,2,Category 3,1
8243,3,Category 4,1
8244,4,Category 5,1
8245,4,Category 6,1
8246,3,Category 7,1
8247,1,Category 1,1
8248,1,Category 2,1
8249,2,Category 3,1
8250,3,Category 4,1
8251,4,Category 5,1
8252,4,Category 6,1
8253,3,Category 7,1
8254,1,Category 1,1
8255,1,Category 2,1
8256,2,Category 3,1
8257,3,Category 4,1
8258,4,Category 5,1
8259,4,Category 6,1
8260,3,Category 7,1
8261,1,Category 1,1
8262,1,Category 2,1
8263,2,Category 3,1
8264,3,Category 4,1
8265,4,Category 5,1
8266,4,Category 6,1
8267,3,Category 7,1
8268,1,Category 1,1
8269,1,Category 2,1
8270,2,Category 3,1
8271,3,Category 4,1
8272,4,Category 5,1
8273,4,Category 6,1
8274,3,Category 7,1
8275,1,Category 1,1
8276,1,Category 2,1
8277,2,Category 3,1
8278,3,Category 4,1
8279,4,Category 5,1
8280,4,Category 6,1
8281,3,Category 7,1
8282,1,Category 1,1
8283,1,Category 2,1
8284,2,Category 3,1
8285,3,Category 4,1
8286,4,Category 5,1
8287,4,Category 6,1
8288,3,Category 7,1
8289,1,Category 1,1
8290,1,Category 2,1
8291,2,Category 3,1
8292,3,Category 4,1
8293,4,Category 5,1
8294,4,Category 6,1
8295,3,Category 7,1
8296,1,Category 1,1
8297,1,Category 2,1
8298,2,Category 3,1
8299,3,Category 4,1
8300,4,Category 5,1
8301,4,Category 6,1
8302,3,Category 7,1
8303,1,Category 1,1
8304,1,Category 2,1
8305,2,Category 3,1
8306,3,Category 4,1
8307,4,Category 5,1
8308,4,Category 6,1
8309,3,Category 7,1
8310,1,Category 1,1
8311,1,Category 2,1
8312,2,Category 3,1
8313,3,Category 4,1
8314,4,Category 5,1
8315,4,Category 6,1
8316,3,Category 7,1
8317,1,Category 1,1
8318,1,Category 2,1
8319,2,Category 3,1
8320,3,Category 4,1
8321,4,Category 5,1
8322,4,Category 6,1
8323,3,Category 7,1
8324,1,Category 1,1
8325,1,Category 2,1
8326,2,Category 3,1
8327,3,Category 4,1
8328,4,Category 5,1
8329,4,Category 6,1
8330,3,Category 7,1
8331,1,Category 1,1
8332,1,Category 2,1
8333,2,Category 3,1
8334,3,Category 4,1
8335,4,Category 5,1
8336,4,Category 6,1
8337,3,Category 7,1
8338,1,Category 1,1
8339,1,Category 2,1
8340,2,Category 3,1
8341,3,Category 4,1
8342,4,Category 5,1
8343,4,Category 6,1
8344,3,Category 7,1
8345,1,Category 1,1
8346,1,Category 2,1
8347,2,Category 3,1
8348,3,Category 4,1
8349,4,Category 5,1
8350,4,Category 6,1
8351,3,Category 7,1
8352,1,Category 1,1
8353,1,Category 2,1
8354,2,Category 3,1
8355,3,Category 4,1
8356,4,Category 5,1
8357,4,Category 6,1
8358,3,Category 7,1
8359,1,Category 1,1
8360,1,Category 2,1
8361,2,Category 3,1
8362,3,Category 4,1
8363,4,Category 5,1
8364,4,Category 6,1
8365,3,Category 7,1
8366,1,Category 1,1
8367,1,Category 2,1
8368,2,Category 3,1
8369,3,Category 4,1
8370,4,Category 5,1
8371,4,Category 6,1
8372,3,Category 7,1
8373,1,Category 1,1
8374,1,Category 2,1
8375,2,Category 3,1
8376,3,Category 4,1
8377,4,Category 5,1
8378,4,Category 6,1
8379,3,Category 7,1
8380,1,Category 1,1
8381,1,Category 2,1
8382,2,Category 3,1
8383,3,Category 4,1
8384,4,Category 5,1
8385,4,Category 6,1
8386,3,Category 7,1
8387,1,Category 1,1
8388,1,Category 2,1
8389,2,Category 3,1
8390,3,Category 4,1
8391,4,Category 5,1
8392,4,Category 6,1
8393,3,Category 7,1
8394,1,Category 1,1
8395,1,Category 2,1
8396,2,Category 3,1
8397,3,Category 4,1
8398,4,Category 5,1
8399,4,Category 6,1
8400,3,Category 7,1
8401,1,Category 1,1
8402,1,Category 2,1
8403,2,Category 3,1
8404,3,Category 4,1
8405,4,Category 5,1
8406,4,Category 6,1
8407,3,Category 7,1
8408,1,Category 1,1
8409,1,Category 2,1
8410,2,Category 3,1
8411,3,Category 4,1
8412,4,Category 5,1
8413,4,Category 6,1
8414,3,Category 7,1
8415,1,Category 1,1
8416,1,Category 2,1
8417,2,Category 3,1
8418,3,Category 4,1
8419,4,Category 5,1
8420,4,Category 6,1
8421,3,Category 7,1
8422,1,Category 1,1
8423,1,Category 2,1
8424,2,Category 3,1
8425,3,Category 4,1
8426,4,Category 5,1
8427,4,Category 6,1
8428,3,Category 7,1
8429,1,Category 1,1
8430,1,Category 2,1
8431,2,Category 3,1
8432,3,Category 4,1
8433,4,Category 5,1
8434,4,Category 6,1
8435,3,Category 7,1
8436,1,Category 1,1
8437,1,Category 2,1
8438,2,Category 3,1
8439,3,Category 4,1
8440,4,Category 5,1
8441,4,Category 6,1
8442,3,Category 7,1
8443,1,Category 1,1
8444,1,Category 2,1
8445,2,Category 3,1
8446,3,Category 4,1
8447,4,Category 5,1
8448,4,Category 6,1
8449,3,Category 7,1
8450,1,Category 1,1
8451,1,Category 2,1
8452,2,Category 3,1
8453,3,Category 4,1
8454,4,Category 5,1
8455,4,Category 6,1
8456,3,Category 7,1
8457,1,Category 1,1
8458,1,Category 2,1
8459,2,Category 3,1
8460,3,Category 4,1
8461,4,Category 5,1
8462,4,Category 6,1
8463,3,Category 7,1
8464,1,Category 1,1
8465,1,Category 2,1
8466,2,Category 3,1
8467,3,Category 4,1
8468,4,Category 5,1
8469,4,Category 6,1
8470,3,Category 7,1
8471,1,Category 1,1
8472,1,Category 2,1
8473,2,Category 3,1
8474,3,Category 4,1
8475,4,Category 5,1
8476,4,Category 6,1
8477,3,Category 7,1
8478,1,Category 1,1
8479,1,Category 2,1
8480,2,Category 3,1
8481,3,Category 4,1
8482,4,Category 5,1
8483,4,Category 6,1
8484,3,Category 7,1
8485,1,Category 1,1
8486,1,Category 2,1
8487,2,Category 3,1
8488,3,Category 4,1
8489,4,Category 5,1
8490,4,Category 6,1
8491,3,Category 7,1
8492,1,Category 1,1
8493,1,Category 2,1
8494,2,Category 3,1
8495,3,Category 4,1
8496,4,Category 5,1
8497,4,Category 6,1
8498,3,Category 7,1
8499,1,Category 1,1
8500,1,Category 2,1
8501,2,Category 3,1
8502,3,Category 4,1
8503,4,Category 5,1
8504,4,Category 6,1
8505,3,Category 7,1
8506,1,Category 1,1
8507,1,Category 2,1
8508,2,Category 3,1
8509,3,Category 4,1
8510,4,Category 5,1
8511,4,Category 6,1
8512,3,Category 7,1
8513,1,Category 1,1
8514,1,Category 2,1
8515,2,Category 3,1
8516,3,Category 4,1
8517,4,Category 5,1
8518,4,Category 6,1
8519,3,Category 7,1
8520,1,Category 1,1
8521,1,Category 2,1
8522,2,Category 3,1
8523,3,Category 4,1
8524,4,Category 5,1
8525,4,Category 6,1
8526,3,Category 7,1
8527,1,Category 1,1
8528,1,Category 2,1
8529,2,Category 3,1
8530,3,Category 4,1
8531,4,Category 5,1
8532,4,Category 6,1
8533,3,Category 7,1
8534,1,Category 1,1
8535,1,Category 2,1
8536,2,Category 3,1
8537,3,Category 4,1
8538,4,Category 5,1
8539,4,Category 6,1
8540,3,Category 7,1
8541,1,Category 1,1
8542,1,Category 2,1
8543,2,Category 3,1
8544,3,Category 4,1
8545,4,Category 5,1
8546,4,Category 6,1
8547,3,Category 7,1
8548,1,Category 1,1
8549,1,Category 2,1
8550,2,Category 3,1
8551,3,Category 4,1
8552,4,Category 5,1
8553,4,Category 6,1
8554,3,Category 7,1
8555,1,Category 1,1
8556,1,Category 2,1
8557,2,Category 3,1
8558,3,Category 4,1
8559,4,Category 5,1
8560,4,Category 6,1
8561,3,Category 7,1
8562,1,Category 1,1
8563,1,Category 2,1
8564,2,Category 3,1
8565,3,Category 4,1
8566,4,Category 5,1
8567,4,Category 6,1
8568,3,Category 7,1
8569,1,Category 1,1
8570,1,Category 2,1
8571,2,Category 3,1
8572,3,Category 4,1
8573,4,Category 5,1
8574,4,Category 6,1
8575,3,Category 7,1
8576,1,Category 1,1
8577,1,Category 2,1
8578,2,Category 3,1
8579,3,Category 4,1
8580,4,Category 5,1
8581,4,Category 6,1
8582,3,Category 7,1
8583,1,Category 1,1
8584,1,Category 2,1
8585,2,Category 3,1
8586,3,Category 4,1
8587,4,Category 5,1
8588,4,Category 6,1
8589,3,Category 7,1
8590,1,Category 1,1
8591,1,Category 2,1
8592,2,Category 3,1
8593,3,Category 4,1
8594,4,Category 5,1
8595,4,Category 6,1
8596,3,Category 7,1
8597,1,Category 1,1
8598,1,Category 2,1
8599,2,Category 3,1
8600,3,Category 4,1
8601,4,Category 5,1
8602,4,Category 6,1
8603,3,Category 7,1
8604,1,Category 1,1
8605,1,Category 2,1
8606,2,Category 3,1
8607,3,Category 4,1
8608,4,Category 5,1
8609,4,Category 6,1
8610,3,Category 7,1
8611,1,Category 1,1
8612,1,Category 2,1
8613,2,Category 3,1
8614,3,Category 4,1
8615,4,Category 5,1
8616,4,Category 6,1
8617,3,Category 7,1
8618,1,Category 1,1
8619,1,Category 2,1
8620,2,Category 3,1
8621,3,Category 4,1
8622,4,Category 5,1
8623,4,Category 6,1
8624,3,Category 7,1
8625,1,Category 1,1
8626,1,Category 2,1
8627,2,Category 3,1
8628,3,Category 4,1
8629,4,Category 5,1
8630,4,Category 6,1
